
Consulta de lançamentos da empresa 534 - OXIGENIO MODELO INDUSTRIA E COMERCIO DE GASES LTDA

Transação;Chave;Data;Débito;*;CC Débito;Participante D;Crédito;* ;CC Crédito;Participante C;Valor;Tipo Fcont;Hist;Nº docto;Complemento;Contabilização;Status transação;Lançamento extemporâneo
297593;13399705;06/01/2025;78;;;;2445;;;;        156.89;Não exporta;0;;RECEB. DE DESCONTO DE ASSOCIACAO DE PROPRIETARIOS E;Ambas;SIM;
297658;13400355;13/01/2025;3301;*;;;78;;;;        158.67;Não exporta;0;;0000 13105 363 PAGTO CONTA TELEFONE 11.302 OI FIBRA ARBOR;Ambas;SIM;
298804;13411780;30/01/2025;6033;;;;6670;*;;;        160.00;Não exporta;0;;TRANSFERENCIA PIX REM: TK TRATORES E IMPLEME 30/01 1034402;Ambas;SIM;
324481;13731890;08/01/2025;6670;;;;2151;;;;        160.00;Não exporta;787;21567;21567 - MINERACAO SANTA MARIA LTDA;Ambas;SIM;
324558;13732668;09/01/2025;6670;;;;2151;;;;        160.00;Não exporta;787;750;750 - NATURAFRIG ALIMENTOS LTDA;Ambas;SIM;
324569;13732773;10/01/2025;6670;;;;2151;;;;        160.00;Não exporta;787;21634;21634 - GRAN MIX CONCRETO LTDA;Ambas;SIM;
324571;13732790;10/01/2025;6670;;;;2151;;;;        160.00;Não exporta;787;21637;21637 - AGROINDUSTRIAL SAO FRANCISCO LTDA;Ambas;SIM;
324725;13734333;16/01/2025;6670;;;;2151;;;;        160.00;Não exporta;787;768;768 - TORNOS PORFIRIO LTDA;Ambas;SIM;
324828;13735365;21/01/2025;6670;;;;2151;;;;        160.00;Não exporta;787;777;777 - FRANCISCO PEREIRA ALVES;Ambas;SIM;
325070;13737785;30/01/2025;6670;;;;2151;;;;        160.00;Não exporta;787;799;799 - TK TRATORES E IMPLEMENTOS AGRICOLAS LTDA;Ambas;SIM;
298811;13411853;30/01/2025;6033;;;;6670;*;;;        160.00;Não exporta;0;;TRANSFERENCIA PIX REM: ELIEL DO NASCIMENTO B 30/01 1443242;Ambas;SIM;
298311;13406850;06/01/2025;6033;;;;6670;*;;;        160.00;Não exporta;0;;TRANSFERENCIA PIX REM: NILTON PREGUICA ME 06/01 1548236;Ambas;SIM;
298445;13408194;13/01/2025;6033;;;;6670;*;;;        160.00;Não exporta;0;;TRANSFERENCIA PIX REM: 5523771 IDALINA ALVES 13/01 1943337;Ambas;SIM;
298584;13409581;20/01/2025;6033;;;;6670;*;;;        160.00;Não exporta;0;;TRANSFERENCIA PIX REM: 7K - PIROLISE LTDA 20/01 1039468;Ambas;SIM;
298638;13410121;22/01/2025;6033;;;;6670;*;;;        160.00;Não exporta;0;;PIX QR CODE ESTATIC REM: CLINICA ANDREIA DE PA 22/01 1003343;Ambas;SIM;
298748;13411225;27/01/2025;6033;;;;6670;*;;;        160.00;Não exporta;0;;TRANSFERENCIA PIX REM: AMOREIRA CONSTRUTORA 27/01 1519173;Ambas;SIM;
298127;13405020;29/01/2025;3115;*;;;7501;;;;        161.03;Não exporta;0;;SANEAR MT DÉB.CONV.SANEAMENTO;Ambas;SIM;
325022;13737309;29/01/2025;6670;;;;2151;;;;        164.00;Não exporta;787;21970;21970 - EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH;Ambas;SIM;
324315;13730115;27/01/2025;3182;;;;1201;;;41378;        164.86;Não exporta;116;245342;245342 - Rede America de Combustiveis Jk Ltda;Ambas;SIM;
325076;13737840;31/01/2025;6670;;;;2151;;;;        165.00;Não exporta;787;21993;21993 - VICOUROS INDUSTRIA DE COUROS LTDA;Ambas;SIM;
325078;13737866;31/01/2025;6670;;;;2151;;;;        165.00;Não exporta;787;21995;21995 - TERRITORIO DO COURO LTDA;Ambas;SIM;
298193;13405675;02/01/2025;3123;;;;6033;;;;        165.11;Não exporta;0;;PAGTO. DE ENERG MATO GR DO SUL - D ENE;Ambas;SIM;
298541;13409158;16/01/2025;6033;;;;6670;*;;;        165.58;Não exporta;0;;CIELO VDA DEBITO ELO CIELO S.A - INSTITUICAO DE PAG 5181933;Ambas;SIM;
324632;13733400;14/01/2025;6670;;;;2151;;;;        169.50;Não exporta;787;21703;21703 - MUNICIPIO DE CAMPO VERDE;Ambas;SIM;
324856;13735640;22/01/2025;6670;;;;2151;;;;        170.00;Não exporta;787;1888;1888 - R V DE SOUSA LUZIA TORNEARIA LTDA;Ambas;SIM;
298308;13406825;06/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: FABIANO SILVA GOMES 06/01 1516290;Ambas;SIM;
298084;13404598;24/01/2025;3417;*;;;7501;;;;        170.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.468.561-** DIARIAS MAFRA;Ambas;SIM;
298030;13404059;20/01/2025;3417;*;;;7501;;;;        170.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.048.641-** DIARIAS FLAVIO;Ambas;SIM;
297943;13403184;09/01/2025;3417;*;;;7501;;;;        170.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.711.291-** DIARIAS JOAO VITOR;Ambas;SIM;
324891;13735995;23/01/2025;6670;;;;2151;;;;        170.00;Não exporta;787;1443;1443 - SENA TORNEARIA LTDA;Ambas;SIM;
324882;13735900;23/01/2025;6670;;;;2151;;;;        170.00;Não exporta;787;1549;1549 - TREVAO ALINHAMENTOS LTDA - ME;Ambas;SIM;
324880;13735880;23/01/2025;6670;;;;2151;;;;        170.00;Não exporta;787;1547;1547 - EDIO KILIAN;Ambas;SIM;
324857;13735650;22/01/2025;6670;;;;2151;;;;        170.00;Não exporta;787;1890;1890 - MECANICA E TORNEARIA TORMAX LTDA;Ambas;SIM;
298327;13407015;07/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: SARA SILVA DE FRANCA 07/01 1346187;Ambas;SIM;
298636;13410105;22/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: ESTRADAO PRESTADORA D 22/01 1845498;Ambas;SIM;
298635;13410091;22/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: MARCOS ROBERTO DE AND 22/01 1824335;Ambas;SIM;
298628;13410024;21/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: ANTONIO 04915466108 21/01 1010169;Ambas;SIM;
298494;13408682;14/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;REM: TRANSNICOLAU TRANSPOR 14/01 1618389;Ambas;SIM;
324776;13734840;20/01/2025;6670;;;;2151;;;;        170.00;Não exporta;787;1428;1428 - MARCOS ANTONIO DA SILVA;Ambas;SIM;
324684;13733923;15/01/2025;6670;;;;2151;;;;        170.00;Não exporta;787;1872;1872 - MECANICA E TORNEARIA TORMAX LTDA;Ambas;SIM;
324236;13729128;17/01/2025;4375;;;;1201;;;14184;        170.00;Não exporta;116;138865;138865 - CENTRAL ELETRICIDADE LTDA;Ambas;SIM;
324180;13728360;09/01/2025;4499;;;;1201;;;15441;        170.00;Não exporta;116;237323;237323 - GCM COMERCIO DE LUBRIFICANTES LTDA;Ambas;SIM;
298783;13411578;29/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: SAO C H VETERINARIO L 29/01 1306261;Ambas;SIM;
298435;13408097;13/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: POSTO DE MOLAS EL SHA 13/01 1103180;Ambas;SIM;
325006;13737147;28/01/2025;6670;;;;2151;;;;        170.00;Não exporta;787;1454;1454 - MJ SOLUCOES EM LIMPEZA LTDA;Ambas;SIM;
298750;13411241;27/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: DURVALINO DE MOURA 27/01 1547395;Ambas;SIM;
298738;13411128;27/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: AUTO MECANICA MOLEJAO 27/01 1048238;Ambas;SIM;
298705;13410792;24/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: JOÃO PAULO AMADOR 24/01 933054;Ambas;SIM;
298704;13410784;24/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: JOÃO PAULO AMADOR 24/01 922225;Ambas;SIM;
298328;13407023;07/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: SALVADOR FERREIRA DE 07/01 1401075;Ambas;SIM;
325007;13737155;28/01/2025;6670;;;;2151;;;;        170.00;Não exporta;787;1455;1455 - W. BRUNETTO  CIA LTDA;Ambas;SIM;
298763;13411373;28/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: POSTO DE MOLAS EL SHA 28/01 1038488;Ambas;SIM;
324994;13737022;28/01/2025;6670;;;;2151;;;;        170.00;Não exporta;787;21959;21959 - SAO CHICO HOSPITAL VETERINARIO LTDA;Ambas;SIM;
298432;13408062;13/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: ROSILEIA RIBEIRO GOME 13/01 1008240;Ambas;SIM;
298414;13407880;10/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;REM: AUTO MECANICA CATARIN 10/01 1130438;Ambas;SIM;
298388;13407627;09/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: TRANSPORTES GF DIAS L 09/01 1700078;Ambas;SIM;
298351;13407252;08/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: JOAO BATISTA CORREIA 08/01 1612100;Ambas;SIM;
298337;13407112;07/01/2025;6033;;;;6670;*;;;        170.00;Não exporta;0;;TRANSFERENCIA PIX REM: GERA OBRAS TERRAPLENA 07/01 1840269;Ambas;SIM;
298213;13405870;02/01/2025;6033;;;;6670;*;;;        171.81;Não exporta;0;;CIELO VDA CREDITO MASTER CIELO S.A - INSTITUICAO DE PAG 5181933;Ambas;SIM;
323992;13717987;01/01/2025;1201;*;;14251;1201;*;;1;        174.47;Não exporta;1694;;;Ambas;SIM;
297920;13402951;07/01/2025;3417;*;;;7501;;;;        175.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX 25.977.173 0001-95 HOTEL EM GOIANIA;Ambas;SIM;
324847;13735551;22/01/2025;6670;;;;2151;;;;        175.00;Não exporta;787;21855;21855 - MAQSOLDAS - COMERCIO E REPRESENTACOES LTDA;Ambas;SIM;
323959;13717537;01/01/2025;1201;*;;41028;1201;*;;1;        175.26;Não exporta;1694;;;Ambas;SIM;
324193;13728556;11/01/2025;3182;;;;1201;;;43037;        177.92;Não exporta;116;47680;47680 - Ikhaya com de Produtos de Petroleo Lt;Ambas;SIM;
324593;13733018;10/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;1403;1403 - AUTO MECANICA CATARINENSE LTDA;Ambas;SIM;
324939;13736478;25/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;21918;21918 - FLORES MENDONCA amp; SOUZA LTDA;Ambas;SIM;
324910;13736183;24/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;21901;21901 - CLINICA VETERINARIA DO POVO LTDA;Ambas;SIM;
324871;13735790;23/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;21877;21877 - SILDO WOLLMANN;Ambas;SIM;
324861;13735692;23/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;21866;21866 - MUNICIPIO DE ROSARIO OESTE;Ambas;SIM;
324791;13734999;21/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;21797;21797 - MAUCIR GIACOBBO;Ambas;SIM;
324752;13734600;17/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;771;771 - ARIANE KLOEHN LOPES EIRELE - ME;Ambas;SIM;
324743;13734511;17/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;1422;1422 - AVILA DA CRUZ amp; CIA LTDA;Ambas;SIM;
324957;13736656;27/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;1452;1452 - COMANBOR - COMERCIO. IMPORTACAO E SERVICOS LTDA.;Ambas;SIM;
324520;13732284;08/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;1580;1580 - COMATRAL EQUIPAMENTOS AGRICOLAS LTDA;Ambas;SIM;
324507;13732151;08/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;21597;21597 - GABRIEL PEREZ CISCON;Ambas;SIM;
324483;13731911;08/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;21568;21568 - FLORES MENDONCA amp; SOUZA LTDA;Ambas;SIM;
324468;13731769;07/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;1388;1388 - UNISERVICE - PRESTACAO DE SERVICOS. INDUSTRIA E COMERCIO LTD;Ambas;SIM;
324425;13731333;06/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;1519;1519 - LINCOLN KENDI OHASHI LTDA;Ambas;SIM;
325048;13737563;30/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;21985;21985 - EDIO KILIAN;Ambas;SIM;
325033;13737414;29/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;1900;1900 - MECANICA SATELITE LTDA;Ambas;SIM;
325028;13737369;29/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;1460;1460 - AUTO MECANICA CATARINENSE LTDA;Ambas;SIM;
324205;13728670;13/01/2025;3182;;;;1201;;;15441;        180.00;Não exporta;116;237540;237540 - GCM COMERCIO DE LUBRIFICANTES LTDA;Ambas;SIM;
324958;13736664;27/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;1453;1453 - Clc Manutencao Industrial Ltda;Ambas;SIM;
324990;13736983;28/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;21955;21955 - ROGERIO RONALD RIEWE;Ambas;SIM;
297853;13402285;02/01/2025;3417;*;;;7501;;;;        180.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX 01.965.520 0001-00 HOTEL EM PARECIS MT;Ambas;SIM;
298008;13403834;16/01/2025;7501;;;;6670;*;;;        180.00;Não exporta;0;;428476 CRÉD.LIQUIDAÇÃO COBRANÇA;Ambas;SIM;
298285;13406590;03/01/2025;5649;*;;;6033;;;;        180.00;Não exporta;0;;PAGTO ELETRON COBRANCA BOLSA DE LICITACOES & LEILOES BR 6412;Ambas;SIM;
298312;13406868;06/01/2025;6033;;;;6670;*;;;        180.00;Não exporta;0;;TRANSFERENCIA PIX REM: MARCIO KUHN 035460619 06/01 1701484;Ambas;SIM;
298431;13408054;13/01/2025;6033;;;;6670;*;;;        180.00;Não exporta;0;;TRANSFERENCIA PIX REM: JALMIR LUIZ DE SOUZA 13/01 956382;Ambas;SIM;
298442;13408160;13/01/2025;6033;;;;6670;*;;;        180.00;Não exporta;0;;TRANSFERENCIA PIX REM: GABRIELA TEODORO RECH 13/01 1413089;Ambas;SIM;
298517;13408917;15/01/2025;6033;;;;6670;*;;;        180.00;Não exporta;0;;TRANSFERENCIA PIX REM: ROGERIO DA SILVA MACE 15/01 1423597;Ambas;SIM;
298533;13409077;16/01/2025;6033;;;;6670;*;;;        180.00;Não exporta;0;;TRANSFERENCIA PIX REM: LUCIANO DE SOUZA FERR 16/01 1718101;Ambas;SIM;
298587;13409611;20/01/2025;6033;;;;6670;*;;;        180.00;Não exporta;0;;TRANSFERENCIA PIX REM: LAURO MASAHAR TSUZUKI 18/01 1123517;Ambas;SIM;
298706;13410806;24/01/2025;6033;;;;6670;*;;;        180.00;Não exporta;0;;TRANSFERENCIA PIX REM: WILSON ALEXANDRE MARQ 24/01 941457;Ambas;SIM;
298789;13411632;29/01/2025;6033;;;;6670;*;;;        180.00;Não exporta;0;;TRANSFERENCIA PIX REM: AUTO MECANICA CATARIN 29/01 1654119;Ambas;SIM;
325093;13738010;31/01/2025;6670;;;;2151;;;;        180.00;Não exporta;787;1468;1468 - SHD SISTEMAS HIDRAULICOS E PECAS LTDA;Ambas;SIM;
298810;13411845;30/01/2025;6033;;;;6670;*;;;        180.00;Não exporta;0;;TRANSFERENCIA PIX REM: 24.174.128 RICARDO OL 30/01 1433247;Ambas;SIM;
325014;13737228;28/01/2025;6670;;;;2151;;;;        182.00;Não exporta;787;794;794 - USINA LAGUNA - ALCOOL E ACUCAR LTDA;Ambas;SIM;
297676;13400533;14/01/2025;1201;*;;33613;78;;;;        184.50;Não exporta;0;413843;PAGTO. NFE 413843/001 DE ABASTECEDORA DE COMBUSTIVEIS AMERICA LTDA;Ambas;SIM;
324163;13728172;07/01/2025;3182;;;;1201;;;33613;        184.50;Não exporta;116;413843;413843 - Abastecedora de Combustiveis America Ltda;Ambas;SIM;
297679;13400568;14/01/2025;1201;;;1;78;;;;        184.96;Não exporta;0;;0000 13105 109 PAGAMENTO DE BOLETO 11.407 MESSER GASES LTDA;Ambas;SIM;
298291;13406655;03/01/2025;1201;;;1;6033;;;;        184.96;Não exporta;0;;PAGTO ELETRON COBRANCA MESSER GASES LTDA 6418;Ambas;SIM;
324325;13730272;28/01/2025;4499;;;;1201;;;15441;        185.00;Não exporta;116;238540;238540 - GCM COMERCIO DE LUBRIFICANTES LTDA;Ambas;SIM;
325097;13738054;31/01/2025;6670;;;;2151;;;;        185.00;Não exporta;787;1472;1472 - 3A MAQUINAS E TRANSPORTES LTDA;Ambas;SIM;
297836;13402137;31/01/2025;78;;;;6670;*;;;        185.74;Não exporta;0;;3228 99015 870 TRANSFERÊNCIA RECEBIDA 553.228.000.043.821 31/01 09:24 FUNDO MUNICIPAL DE SAUDE;Ambas;SIM;
323998;13718045;01/01/2025;1201;*;;10159;1201;*;;1;        187.50;Não exporta;1694;;;Ambas;SIM;
324860;13735684;23/01/2025;6670;;;;2151;;;;        188.00;Não exporta;787;21864;21864 - MUNICIPIO DE NOVA MUTUM;Ambas;SIM;
325052;13737600;30/01/2025;6670;;;;2151;;;;        188.00;Não exporta;787;21990;21990 - MUNICIPIO DE NOVA MUTUM;Ambas;SIM;
298083;13404580;24/01/2025;3271;*;;;7501;;;;        190.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.582.441-** AJUD RICARDO QUE DESISTIU;Ambas;SIM;
324426;13731341;06/01/2025;6670;;;;2151;;;;        190.00;Não exporta;787;1382;1382 - AUTO PECAS E DISTRIBUIDORA MODELO LTDA;Ambas;SIM;
324610;13733183;13/01/2025;6670;;;;2151;;;;        190.00;Não exporta;787;21686;21686 - WAGNER PEREIRA DE SOUZA;Ambas;SIM;
324663;13733710;15/01/2025;6670;;;;2151;;;;        190.00;Não exporta;787;21724;21724 - AGRICOLA E TRANSPORTE SANTIN LTDA;Ambas;SIM;
324732;13734406;17/01/2025;6670;;;;2151;;;;        190.00;Não exporta;787;21765;21765 - AGRICOLA E TRANSPORTE SANTIN LTDA;Ambas;SIM;
324781;13734890;20/01/2025;6670;;;;2151;;;;        190.00;Não exporta;787;1594;1594 - DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA;Ambas;SIM;
324941;13736494;25/01/2025;6670;;;;2151;;;;        190.00;Não exporta;787;1449;1449 - MAURO SERGIO STURARO LTDA;Ambas;SIM;
325043;13737511;30/01/2025;6670;;;;2151;;;;        190.00;Não exporta;787;21979;21979 - AGRICOLA E TRANSPORTE SANTIN LTDA;Ambas;SIM;
325075;13737830;31/01/2025;6670;;;;2151;;;;        190.00;Não exporta;787;21992;21992 - AGRICOLA E TRANSPORTE SANTIN LTDA;Ambas;SIM;
298246;13406205;03/01/2025;6033;;;;6670;*;;;        190.00;Não exporta;0;;TRANSFERENCIA PIX REM: UILLIAM CANTINI CEZAR 03/01 1011154;Ambas;SIM;
324295;13729855;24/01/2025;3182;;;;1201;;;41378;        190.01;Não exporta;116;245046;245046 - Rede America de Combustiveis Jk Ltda;Ambas;SIM;
324309;13730050;27/01/2025;3182;;;;1201;;;38987;        190.08;Não exporta;116;2398;2398 - Taquari Auto Posto Ltda;Ambas;SIM;
297800;13401777;27/01/2025;1201;*;;38987;78;;;;        190.08;Não exporta;0;2398;PAGTO. NFE 2398/001 DE TAQUARI AUTO POSTO LTDA;Ambas;SIM;
297840;13402170;31/01/2025;78;;;;6670;*;;;        190.68;Não exporta;0;;7138 99015 870 TRANSFERÊNCIA RECEBIDA 557.138.000.110.016 31/01 15:08 PREFEITURA MUNIC TANGARA;Ambas;SIM;
298673;13410474;23/01/2025;6033;;;;6670;*;;;        192.52;Não exporta;0;;VENDA CARTAO DE CREDITO 5181933;Ambas;SIM;
297792;13401696;27/01/2025;78;;;;6670;*;;;        193.01;Não exporta;0;;0000 14056 632 ORDEM BANC 12 SEC TES NAC 251.782.000.000 151264370012-04 HOSPITAL UNIVERSITARIO;Ambas;SIM;
324266;13729528;22/01/2025;3182;;;;1201;;;33981;        194.68;Não exporta;116;107524;107524 - Auto Posto Diamante do Norte Ltda;Ambas;SIM;
298078;13404539;24/01/2025;1201;*;;28148;7501;;;;        195.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX 03.334.384 0001-77 MALHA POP DOURADAO;Ambas;SIM;
298168;13405438;31/01/2025;7501;;;;6670;*;;;        195.00;Não exporta;0;;432213 CRÉD.LIQUIDAÇÃO COBRANÇA;Ambas;SIM;
324666;13733745;15/01/2025;6670;;;;2151;;;;        195.00;Não exporta;787;21726;21726 - MARCIO VERRUNES PRODUTOR RURAL;Ambas;SIM;
324872;13735802;23/01/2025;6670;;;;2151;;;;        195.00;Não exporta;787;21878;21878 - MARCIO VERRUNES PRODUTOR RURAL;Ambas;SIM;
297757;13401343;24/01/2025;5576;;;;78;;;;        195.23;Não exporta;0;;PAGTO. DE OXIGENIO MODELO C DE;Ambas;SIM;
297771;13401483;24/01/2025;5576;;;;78;;;;        195.23;Não exporta;0;;PAGTO. DE OXIGENIO MODELO C DE;Ambas;SIM;
297773;13401505;24/01/2025;5576;;;;78;;;;        195.23;Não exporta;0;;PAGTO. DE OXIGENIO MODELO C DE;Ambas;SIM;
298258;13406329;03/01/2025;5010;*;;;6033;;;;        195.23;Não exporta;0;;PAGTO ELETRON COBRANCA AGENCIA NACIONAL DE TRANSPORTES 6388;Ambas;SIM;
298271;13406450;03/01/2025;5010;;;;6033;;;;        195.23;Não exporta;0;;PAGTO. DE MINISTERIO DA JUSTICA - DPTO. DE POLICIA;Ambas;SIM;
297763;13401408;24/01/2025;1201;*;;750;78;;;;        196.00;Não exporta;0;329495;PAGTO. NFE 329495/001 DE DOURATUBOS ACESSORIOS INDUSTRIAIS LTDA;Ambas;SIM;
324212;13728815;14/01/2025;;;;;2445;;;;        196.31;Não exporta;1872;135544;135544 - P. B. LOPES &amp; CIA. LTDA;Ambas;SIM;
324361;13730690;31/01/2025;3239;;;;1201;;;31795;        197.77;Não exporta;817;2362121;2362121 - Braspress Transportes Urgentes Ltda;Ambas;SIM;
298532;13409069;15/01/2025;3301;*;;;6033;;;;        199.99;Não exporta;0;;CONTA DE TELEFONE VIVO FIXO-NAC 13 DIG-2414597 6241459;Ambas;SIM;
324976;13736842;27/01/2025;6670;;;;2151;;;;        200.00;Não exporta;787;1899;1899 - BSB PRODUTORA DE EQUIPAMENTOS DE PROTECAO INDIVIDUAL S.A.;Ambas;SIM;
297731;13401084;22/01/2025;5649;*;;;78;;;;        200.00;Não exporta;0;;0000 13105 144 PIX - ENVIADO 12.201 22/01 09:14 GCERT CERTIFICACAO;Ambas;SIM;
297891;13402668;06/01/2025;3174;*;;;7501;;;;        200.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX 37.171.785 0001-75;Ambas;SIM;
298741;13411152;27/01/2025;6033;;;;6670;*;;;        200.00;Não exporta;0;;TRANSFERENCIA PIX REM: TECNOMAAC TECNOLOGIA 27/01 1133149;Ambas;SIM;
298809;13411837;30/01/2025;6033;;;;6670;*;;;        200.00;Não exporta;0;;TRANSFERENCIA PIX REM: SEBASTIAO GERALDO PEL 30/01 1301515;Ambas;SIM;
324374;13730826;03/01/2025;6670;;;;2151;;;;        200.00;Não exporta;787;21469;21469 - Clínica São Camilo Ltda;Ambas;SIM;
324423;13731317;06/01/2025;6670;;;;2151;;;;        200.00;Não exporta;787;21524;21524 - FLAVIO FERREIRA DOS SANTOS SOUZA;Ambas;SIM;
324435;13731430;06/01/2025;6670;;;;2151;;;;        200.00;Não exporta;787;742;742 - MINERACAO LAGOA BONITA LTDA;Ambas;SIM;
324460;13731688;07/01/2025;6670;;;;2151;;;;        200.00;Não exporta;787;1521;1521 - INDUSTRIA AGRO COM. CASSAVA S/A;Ambas;SIM;
324625;13733337;13/01/2025;6670;;;;2151;;;;        200.00;Não exporta;787;757;757 - MINERACAO LAGOA BONITA LTDA;Ambas;SIM;
324709;13734171;16/01/2025;6670;;;;2151;;;;        200.00;Não exporta;787;1537;1537 - RONALDO MACHADO DE OLIVEIRA;Ambas;SIM;
324827;13735357;21/01/2025;6670;;;;2151;;;;        200.00;Não exporta;787;1886;1886 - GILBERTO VITOR DOS SANTOS;Ambas;SIM;
324844;13735527;22/01/2025;6670;;;;2151;;;;        200.00;Não exporta;787;21849;21849 - TMAC INDUSTRIA E COMERCIO DE ESQUADRIAS EIRELI;Ambas;SIM;
298174;13405497;31/01/2025;7501;;;;6670;*;;;        200.00;Não exporta;0;;432289 CRÉD.LIQUIDAÇÃO COBRANÇA;Ambas;SIM;
297900;13402757;06/01/2025;3271;;;;7501;;;;        200.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF;Ambas;SIM;
298034;13404091;20/01/2025;3174;*;;;7501;;;;        200.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.297.155-** BORRACHARIA RODIZIO PNEUS 30330 MT;Ambas;SIM;
297991;13403664;14/01/2025;3417;*;;;7501;;;;        200.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.218.651-** HOTEL EM NOVA MUTUM;Ambas;SIM;
297947;13403222;09/01/2025;3182;*;;;7501;;;;        200.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX 46.831.635 0001-31;Ambas;SIM;
298305;13406795;06/01/2025;6033;;;;6670;*;;;        200.00;Não exporta;0;;TRANSFERENCIA PIX REM: MARIA APARECIDA DE OL 06/01 1249051;Ambas;SIM;
298370;13407449;08/01/2025;6033;;;;6670;*;;;        200.00;Não exporta;0;;TRANSFERENCIA PIX REM: JOSINALDO PORANGABA C 08/01 1122564;Ambas;SIM;
298389;13407635;09/01/2025;6033;;;;6670;*;;;        200.00;Não exporta;0;;TRANSFERENCIA PIX REM: JONATAN BRITO BATISTA 09/01 1818117;Ambas;SIM;
298508;13408828;15/01/2025;6033;;;;6670;*;;;        200.00;Não exporta;0;;TRANSFERENCIA PIX REM: CARVALHO SILVA LTDA 15/01 1013052;Ambas;SIM;
297893;13402684;06/01/2025;4367;*;;;7501;;;;        200.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.217.201-** CHAVEIRO HR;Ambas;SIM;
297775;13401521;24/01/2025;1201;*;;38987;78;;;;        201.03;Não exporta;0;2367;PAGTO. NFE 2367/001 DE TAQUARI AUTO POSTO LTDA;Ambas;SIM;
324246;13729241;20/01/2025;3182;;;;1201;;;38987;        201.03;Não exporta;116;2367;2367 - Taquari Auto Posto Ltda;Ambas;SIM;
