
Consulta movimento de entradas - 534 - OXIGENIO MODELO INDUSTRIA E COMERCIO DE GASES LTDA

Chave;Fornecedor;Nome fornecedor;UF;Data entrada;Data emissão;Documento;CFOP;Modelo;Espécie;Série;Condições;Emitente;Valor contábil;Dif. de alíq.;FEM DIFA;Base de ICMS;Alíq. de ICMS;Valor do ICMS;ICMS isentas;ICMS outras;ICMS desonerado;Base de IPI;Valor do IPI;IPI isentos;IPI outros;Base S.T.;Alíq. de S.T.;Valor S.T.;Retenção PIS;Retenção Cofins;Retenção CSLL;Retenção de IR;Retenção de INSS;Débito;Crédito;Cód. obs.;Observação;Desconto;Chave NF-e/CT-e/NFC-e/BP-e;Outros Impostos;ICMS retido;Valor do ICMS de antecipação;Pis Lucro real;Cofins lucro real;Valor de frete;Valor de seguro;Valor de outras despesas;Valor do FCP da UF de destino;Valor de ICMS para a UF de destino;Valor de ICMS para a UF do Remetente;Código de retenção PIS;Código de retenção Cofins;Código de retenção CSLL;Código de retenção IR;Código de retenção INSS;Lançamento conferido;FCP S.T.;Materiais próprios;Materiais de terceiros;Subempreitadas;Valor retenção não efetuada;Valor ret. destacada das subemp.;CEI Obra;CNO;Tipo de serviço;Receita 15 anos;Valor 15 anos;Receita 20 anos;Valor 20 anos;Receita 25 anos;Valor 25 anos;Valor retenção adic. não efetuada;Usuário inclusão;Data inclusão;Hora inclusão;Tipo inclusão;Usuário alteração;Data alteração;Hora alteração;Tipo alteração;Situação do documento
88;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;31/01/2025;31/01/2025;22020;1.904-000;55;NFe;1;Outras;Próprio;1634;0.00;0,00;1634;17;277.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2695 - Veiculo: HTN5596|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000220201000091056;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
89;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;31/01/2025;31/01/2025;22021;1.904-000;55;NFe;1;Outras;Próprio;1872;0.00;0,00;1872;17;318.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2699 - Veiculo: HTN5596|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000220211000091061;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
90;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;31/01/2025;31/01/2025;22022;1.904-000;55;NFe;1;Outras;Próprio;2964;0.00;0,00;2964;17;503.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2707 - Veiculo: HTN5596|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000220221000091077;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
91;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;31/01/2025;31/01/2025;22023;1.904-000;55;NFe;1;Outras;Próprio;1497;0.00;0,00;1497;17;254.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2711 - Veiculo: HTN5596|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000220231000091082;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
92;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;31/01/2025;31/01/2025;22024;1.904-000;55;NFe;1;Outras;Próprio;4832;0.00;0,00;4832;17;821.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2686 - Veiculo: RWA8A65|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000220241000091098;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
93;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;31/01/2025;31/01/2025;22025;1.904-000;55;NFe;1;Outras;Próprio;5562.6;0.00;0,00;5562.6;17;945.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2709 - Veiculo: RWA8A65|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000220251000091109;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
94;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;31/01/2025;31/01/2025;22026;1.904-000;55;NFe;1;Outras;Próprio;5174;0.00;0,00;5174;17;879.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2687 - Veiculo: REW4H87|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000220261000091114;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
95;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;31/01/2025;31/01/2025;22027;1.904-000;55;NFe;1;Outras;Próprio;4951;0.00;0,00;4951;17;841.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2701 - Veiculo: REW4H87|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000220271000091120;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
96;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;31/01/2025;31/01/2025;22028;1.904-000;55;NFe;1;Outras;Próprio;497;0.00;0,00;497;17;84.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2705 - Veiculo: KEZ4154|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000220281000091135;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
97;32972;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;31/01/2025;31/01/2025;22029;1.904-000;55;NFe;1;Outras;Próprio;3471;0.00;0,00;3471;17;590.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;MANIFESTO 2706 - Veiculo: HTN5596|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Retorno com bas;0;'50250127479311000131550010000220291000091140;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
98;41762;R V de Sousa Luzia Tornearia Ltda;MS;22/01/2025;22/01/2025;1889;1.949-000;55;NFe;7;Outras;Próprio;8000;0.00;0,00;0;0;0;0;8000;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;IDCLIENTE: 7713|DOCTO: RECOLHIMENTO 787 - 6||Local Retirado: RODOVIA MS 295 IGT/ELDORADO KM 0.5. 483 - FUNDOS - VILA INDUSTRIAL - IGUATEMI - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. identificados. e estivados para;0;'50250127479311000131550070000018891000018905;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:22:29;DFE Site estadual;LUMAVITORIA;17/04/2025;14:42:11;Troca global;00 - Documento regular
100;33981;Auto Posto Diamante do Norte Ltda;PR;08/01/2025;08/01/2025;105890;2.653-000;55;NFe;7;Prazo;Terceiros;1321.64;0.00;0,00;0;0;0;0;1321.64;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Forma Pagamento: NOTAS A PRAZO R$1.321.64 ICMS MONOFASICO SOBRE COMBUSTIVEIS COBRADO ANTERIORMENTE CONFORME CONVENIO ICMS 199/2022. BASE ICMS 200.000 (LITROS)x 1.0635=ICMS R$212.70 Placa: RWA4I51 - Motorista: THIAGO - KM / HM: 484.256 KM: 484.256 - Media:;30;'41250112603016000178550070001058901080020539;0;0;             0,00;21.81;100.45;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:20;Troca global;00 - Documento regular
102;33981;Auto Posto Diamante do Norte Ltda;PR;14/01/2025;14/01/2025;106572;2.653-000;55;NFe;7;Prazo;Terceiros;4704.49;0.00;0,00;0;0;0;0;4704.49;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Forma Pagamento: NOTAS A PRAZO R$4.704.49 ICMS MONOFASICO SOBRE COMBUSTIVEIS COBRADO ANTERIORMENTE CONFORME CONVENIO ICMS 199/2022. BASE ICMS 787.322 (LITROS)x 1.0635=ICMS R$837.32 Placa: QAV3C26 - Motorista: NAISLAN - KM / HM: 896.909 KM: 896.909 - Media;118.1;'41250112603016000178550070001065721141123502;0;0;             0,00;77.63;357.54;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:21;Troca global;00 - Documento regular
104;33981;Auto Posto Diamante do Norte Ltda;PR;15/01/2025;15/01/2025;106675;2.653-000;55;NFe;7;Prazo;Terceiros;676.41;0.00;0,00;0;0;0;0;676.41;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Forma Pagamento: NOTAS A PRAZO R$676.41 ICMS MONOFASICO SOBRE COMBUSTIVEIS COBRADO ANTERIORMENTE CONFORME CONVENIO ICMS 199/2022. BASE ICMS 100.000 (LITROS)x 1.0635=ICMS R$106.35 Placa: RHD6A29 - Motorista: EDUARDO - KM / HM: 665.382 KM: 665.382 - Media:;15;'41250112603016000178550070001066751150812517;0;0;             0,00;11.16;51.4;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:21;Troca global;00 - Documento regular
105;33981;Auto Posto Diamante do Norte Ltda;PR;17/01/2025;17/01/2025;106957;2.653-000;55;NFe;7;Prazo;Terceiros;282.79;0.00;0,00;0;0;0;0;282.79;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Forma Pagamento: NOTAS A PRAZO R$282.79 Placa: RXF0D06 - Motorista: CHINELO Tributos Aproximados: R$ 38.04 (13.45%) Federais. R$ 50.90 (18.00%) Estaduais. R$ 0.00 (0.00%) Municipais. Total Tributos: R$ 88.94 Fonte: IBPT Chave: CF6051;0;'41250112603016000178550070001069571171113217;0;0;             0,00;4.67;21.49;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:21;Troca global;00 - Documento regular
107;33981;Auto Posto Diamante do Norte Ltda;PR;18/01/2025;18/01/2025;107086;2.653-000;55;NFe;7;Prazo;Terceiros;2704.81;0.00;0,00;0;0;0;0;2704.81;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Forma Pagamento: NOTAS A PRAZO R$2.704.81 ICMS MONOFASICO SOBRE COMBUSTIVEIS COBRADO ANTERIORMENTE CONFORME CONVENIO ICMS 199/2022. BASE ICMS 430.004 (LITROS)x 1.0635=ICMS R$457.31 Placa: RWA4I51 - Motorista: JEAN - KM / HM: 493.579 KM: 493.579 - Media: 2;64.5;'41250112603016000178550070001070867180941484;0;0;             0,00;44.63;205.57;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:21;Troca global;00 - Documento regular
108;33981;Auto Posto Diamante do Norte Ltda;PR;21/01/2025;21/01/2025;107446;2.653-000;55;NFe;7;Prazo;Terceiros;883.5;0.00;0,00;0;0;0;0;883.5;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Forma Pagamento: NOTAS A PRAZO R$883.50 ICMS MONOFASICO SOBRE COMBUSTIVEIS COBRADO ANTERIORMENTE CONFORME CONVENIO ICMS 199/2022. BASE ICMS 150.000 (LITROS)x 1.0635=ICMS R$159.52 Placa: RWA4I51 - Motorista: JEAN - KM / HM: 495.910 KM: 495.910 - Media: 15.;22.5;'41250112603016000178550070001074461211035495;0;0;             0,00;14.58;67.15;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:21;Troca global;00 - Documento regular
109;33981;Auto Posto Diamante do Norte Ltda;PR;22/01/2025;22/01/2025;107524;2.653-000;55;NFe;7;Prazo;Terceiros;194.68;0.00;0,00;0;0;0;0;194.68;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Forma Pagamento: NOTAS A PRAZO R$194.68 Placa: RXF0D06 - Motorista: LEANDRO Tributos Aproximados: R$ 26.18 (13.45%) Federais. R$ 35.04 (18.00%) Estaduais. R$ 0.00 (0.00%) Municipais. Total Tributos: R$ 61.22 Fonte: IBPT Chave: CF6051;0;'41250112603016000178550070001075241220752100;0;0;             0,00;3.21;14.8;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:22;Troca global;00 - Documento regular
111;33981;Auto Posto Diamante do Norte Ltda;PR;23/01/2025;23/01/2025;107656;2.653-000;55;NFe;7;Prazo;Terceiros;2527.53;0.00;0,00;0;0;0;0;2527.53;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Forma Pagamento: NOTAS A PRAZO R$2.527.53 ICMS MONOFASICO SOBRE COMBUSTIVEIS COBRADO ANTERIORMENTE CONFORME CONVENIO ICMS 199/2022. BASE ICMS 403.000 (LITROS)x 1.0635=ICMS R$428.59 Placa: RWA4I51 - Motorista: JEAN Base Calculo ST Retido: R$1.527.37 Valor;60.45;'41250112603016000178550070001076561231153180;0;0;             0,00;41.71;192.09;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:22;Troca global;00 - Documento regular
112;33981;Auto Posto Diamante do Norte Ltda;PR;23/01/2025;23/01/2025;107657;2.653-000;55;NFe;7;Prazo;Terceiros;35;0.00;0,00;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Forma Pagamento: CARTAO DEBITO - TEF R$35.00 Placa: RWA4I51 - Motorista: JEAN Tributos Aproximados: R$ 4.71 (13.45%) Federais. R$ 6.30 (18.00%) Estaduais. R$ 0.00 (0.00%) Municipais. Total Tributos: R$ 11.01 Fonte: IBPT Chave: CF6051;0;'41250112603016000178550070001076571231155342;0;0;             0,00;0.58;2.66;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:22;Troca global;00 - Documento regular
113;33981;Auto Posto Diamante do Norte Ltda;PR;24/01/2025;24/01/2025;107765;2.653-000;55;NFe;7;Prazo;Terceiros;207.24;0.00;0,00;0;0;0;0;207.24;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Forma Pagamento: NOTAS A PRAZO R$207.24 Placa: RXF0D06 - Motorista: CHINELO Tributos Aproximados: R$ 27.87 (13.45%) Federais. R$ 37.30 (18.00%) Estaduais. R$ 0.00 (0.00%) Municipais. Total Tributos: R$ 65.17 Fonte: IBPT Chave: CF6051;0;'41250112603016000178550070001077651241002139;0;0;             0,00;3.42;15.75;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:22;Troca global;00 - Documento regular
114;33981;Auto Posto Diamante do Norte Ltda;PR;24/01/2025;24/01/2025;107836;2.653-000;55;NFe;7;Prazo;Terceiros;3469.24;0.00;0,00;0;0;0;0;3469.24;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Forma Pagamento: NOTAS A PRAZO R$3.469.24 ICMS MONOFASICO SOBRE COMBUSTIVEIS COBRADO ANTERIORMENTE CONFORME CONVENIO ICMS 199/2022. BASE ICMS 589.005 (LITROS)x 1.0635=ICMS R$626.41 Placa: RWA4I51 - Motorista: JEAN - KM / HM: 499.312 KM: 499.312 - Media: 5;88.35;'41250112603016000178550070001078361242136469;0;0;             0,00;57.24;263.66;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:23;Troca global;00 - Documento regular
116;30135;AUTO PECAS E DISTRIBUIDORA MODELO LTDA;MS;23/01/2025;23/01/2025;107858;1.556-008;55;NFe;1;Prazo;Terceiros;3972.25;0.00;0,00;0;0;0;0;3972.25;0;0;0;0;0;0;0;0;0;0;0;0;0;DESPVEIC;FD;;Informacao dos Tributos Incidentes (Lei Federal 12.741/2012) R$ 1628.65 060-MERCAD SUJ AO REGIME DE SUBSTITUICAO TRIBUTARIA CF RICMS EMITIDO POR : PAMELA PEDIDO:0250530 PLACA:REW4H87 CARRO:CONSTELLATION ORCAMENTO SOLICITADO POR FLAVIO PEDIDO:0250831 PLACA;0;'50250103608668000538550010001078581101078584;0;0;             0,00;65.5;301.91;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:23;Troca global;00 - Documento regular
117;41758;A S Acessorios Ltda;MT;17/01/2025;17/01/2025;10804;2.556-008;55;NFe;1;Prazo;Terceiros;2720;0.00;0,00;0;0;0;0;2720;0;0;0;0;0;0;0;0;0;0;0;0;0;DESPVEIC;FD;;Nome Fantasia do Cliente: OXISOLDA;PLACA REW 6J26 VW...AUTORIZADO POR ASSIS VIA WHATS...BOLETO 20/40 DIAS.;0;'51250110575461000146550010000108041354113574;0;0;             0,00;44.88;206.72;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:23;Troca global;00 - Documento regular
118;33981;Auto Posto Diamante do Norte Ltda;PR;26/01/2025;26/01/2025;108047;2.653-000;55;NFe;7;Prazo;Terceiros;3840.31;0.00;0,00;0;0;0;0;3840.31;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Forma Pagamento: NOTAS A PRAZO R$3.840.31 ICMS MONOFASICO SOBRE COMBUSTIVEIS COBRADO ANTERIORMENTE CONFORME CONVENIO ICMS 199/2022. BASE ICMS 652.005 (LITROS)x 1.0635=ICMS R$693.41 Placa: RHD6A29 - Motorista: NAILAN - KM / HM: 671.470 KM: 671.470 - Media:;97.8;'41250112603016000178550070001080471261538423;0;0;             0,00;63.37;291.86;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:23;Troca global;00 - Documento regular
119;33981;Auto Posto Diamante do Norte Ltda;PR;26/01/2025;26/01/2025;108048;2.556-008;55;NFe;7;Prazo;Terceiros;450.57;0.00;0,00;0;0;0;0;450.57;0;0;0;0;0;0;0;0;0;0;0;0;0;DESPVEIC;FD;;Forma Pagamento: NOTAS A PRAZO R$450.57 Motorista: NAILAN Base Calculo ST Retido: R$68.64 Valor ST Retido: R$8.58 Tributos Aproximados: R$ 77.18 (17.13%) Federais. R$ 31.54 (7.00%) Estaduais. R$ 0.00 (0.00%) Municipais. Total Tributos: R$ 108.72 Fonte: IB;13.93;'41250112603016000178550070001080481261548450;0;0;             0,00;7.44;34.24;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:23;Troca global;00 - Documento regular
121;33981;Auto Posto Diamante do Norte Ltda;PR;26/01/2025;26/01/2025;108071;2.653-000;55;NFe;7;Prazo;Terceiros;3300.51;0.00;0,00;0;0;0;0;3300.51;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Forma Pagamento: NOTAS A PRAZO R$3.300.51 ICMS MONOFASICO SOBRE COMBUSTIVEIS COBRADO ANTERIORMENTE CONFORME CONVENIO ICMS 199/2022. BASE ICMS 532.002 (LITROS)x 1.0635=ICMS R$565.78 Placa: RWA4I51 - Motorista: JEAN - KM / HM: 501.596 KM: 501.596 - Media: 4;79.8;'41250112603016000178550070001080711262110457;0;0;             0,00;54.46;250.84;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:24;Troca global;00 - Documento regular
122;33981;Auto Posto Diamante do Norte Ltda;PR;28/01/2025;28/01/2025;108179;2.653-000;55;NFe;7;Prazo;Terceiros;589;0.00;0,00;0;0;0;0;589;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Forma Pagamento: NOTAS A PRAZO R$589.00 ICMS MONOFASICO SOBRE COMBUSTIVEIS COBRADO ANTERIORMENTE CONFORME CONVENIO ICMS 199/2022. BASE ICMS 100.000 (LITROS)x 1.0635=ICMS R$106.35 Placa: RWA5I51 - Motorista: JEAN Base Calculo ST Retido: R$379.00 Valor ST R;15;'41250112603016000178550070001081791281247563;0;0;             0,00;9.72;44.76;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:24;Troca global;00 - Documento regular
124;33981;Auto Posto Diamante do Norte Ltda;PR;29/01/2025;29/01/2025;108290;2.653-000;55;NFe;7;Prazo;Terceiros;1155.48;0.00;0,00;0;0;0;0;1155.48;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Forma Pagamento: NOTAS A PRAZO R$1.155.48 ICMS MONOFASICO SOBRE COMBUSTIVEIS COBRADO ANTERIORMENTE CONFORME CONVENIO ICMS 199/2022. BASE ICMS 172.187 (LITROS)x 1.0635=ICMS R$183.12 Placa: QAV3C26 - Motorista: NAISLAN - KM / HM: 901.762 KM: 901.762 - Media;25.83;'41250112603016000178550070001082901291119102;0;0;             0,00;19.06;87.82;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:24;Troca global;00 - Documento regular
125;33981;Auto Posto Diamante do Norte Ltda;PR;29/01/2025;29/01/2025;108342;2.653-000;55;NFe;7;Prazo;Terceiros;110.82;0.00;0,00;0;0;0;0;110.82;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Forma Pagamento: NOTAS A PRAZO R$110.82 Placa: RWA4I51 - Motorista: GEAN Tributos Aproximados: R$ 14.91 (13.45%) Federais. R$ 19.95 (18.00%) Estaduais. R$ 0.00 (0.00%) Municipais. Total Tributos: R$ 34.86 Fonte: IBPT Chave: CF6051;0;'41250112603016000178550070001083421291746369;0;0;             0,00;1.83;8.42;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:24;Troca global;00 - Documento regular
